business_status,formatted_address,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,opening_hours.open_now,plus_code.compound_code,plus_code.global_code,supermarket_brand,price_level,permanently_closed
OPERATIONAL,"Badenerstrasse 565, 8048 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,ALDI Zürich,"[{'height': 1192, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102851404627032877240"">A Google User</a>'], 'photo_reference': 'Aap_uEC15RDWRG-shQLY2Q5VNlOKRRdSPX-5_r2WH1DRMSWfu53p8q4CelCwMUn3QXU9r_Ts_Zi9WsPjjf3RZro9rzjlMmyC3GEEGsGMgDiV5H3teI81TGFs_CkAbR1A6LyZPojycvpnNdAO8FMdDw8T4GZwZGv1GuXmNKqy08grY28Ky3i-', 'width': 2119}]",ChIJh6tFTzMKkEcRWDuWP-eNKCk,4.2,ChIJh6tFTzMKkEcRWDuWP-eNKCk,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",518,47.3837812,8.4975848,47.38518447989273,8.499162679892722,47.38248482010728,8.496463020107278,True,9FMX+G2 Zürich,8FVC9FMX+G2,"Lidl, Zürich, Alstetten",,
OPERATIONAL,"Hohlstrasse 473, 8048 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,ALDI SUISSE,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109127381792137546808"">Joel Wasfy</a>'], 'photo_reference': 'Aap_uEBJwrE7LMtOK4DZvZ3nVcGGRjbU4wI9d1UXDytlM4NZi-6IPPwjAdj4QVwNUvVHujGV3w9itXsU6N28z27398ByFZxWQ7LwFqXvjOmEclCefyKHGvb03dFqvIgdwjsleNFhiKHZsHgtr6Z8rtMTRF_X5_PBzrxzdgm3DmHMFuy7Rid2', 'width': 3024}]",ChIJk8Q16soLkEcR0EmqCVwiJzo,4.2,ChIJk8Q16soLkEcR0EmqCVwiJzo,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",646,47.38824899999999,8.496713999999999,47.38959882989273,8.498063829892722,47.38689917010728,8.495364170107278,True,9FQW+7M Zürich,8FVC9FQW+7M,"Lidl, Zürich, Alstetten",,
OPERATIONAL,"Rapidpl. 5, 8953 Dietikon, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Lidl Schweiz,"[{'height': 1036, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117147738143680316520"">Tino ZH</a>'], 'photo_reference': 'Aap_uEDqHXP_LBHSNfckiKQYrsXGwV3aruIGjy5-vDiJ5IgpzhlzP3hkziGP89jhkvMjV84_rjmTuq-Crpk3ne6AFw7VXAu721zuM-HpnPOeW6v97oJZHF7-CAOWMZWa5qkD6ludFODDWhxqj3X_dMsKQSjdEYylgwZDQQVqo-yxDQ-B0qWe', 'width': 2048}]",ChIJjVeI37UNkEcRA_8EoOaFcpE,4.1,ChIJjVeI37UNkEcRA_8EoOaFcpE,"['supermarket', 'convenience_store', 'grocery_or_supermarket', 'home_goods_store', 'food', 'point_of_interest', 'clothing_store', 'store', 'establishment']",395,47.4103875,8.4042018,47.41185287989272,8.405608129892721,47.40915322010728,8.402908470107278,True,CC63+5M Dietikon,8FVCCC63+5M,"Lidl, Zürich, Alstetten",,
OPERATIONAL,"Adlikerstrasse 295, 8105 Regensdorf, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Lidl,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102793804437168396714"">David Stark</a>'], 'photo_reference': 'Aap_uEB3VZm_yWb5G2VOlr-vCSYD30OWwumUE6euwuybeeFtSXcszy500fCH6aH71H1dyKEqvQYzdgeTxZHSJyGVIRMKePw4-Gh6P7AaWDsV97jbJHsIRQ1qbxqU0DCvwqxd8EI_OSq-WtrpjvCn_1wWJK7i4BCdH6dWmFYSnVi4wys0sBDZ', 'width': 3024}]",ChIJLShbyakMkEcR_jalCAiE1Uc,4.2,ChIJLShbyakMkEcR_jalCAiE1Uc,"['supermarket', 'convenience_store', 'grocery_or_supermarket', 'home_goods_store', 'food', 'point_of_interest', 'clothing_store', 'store', 'establishment']",307,47.4443098,8.465036399999999,47.44549472989272,8.466607979892721,47.44279507010728,8.463908320107278,True,CFV8+P2 Regensdorf,8FVCCFV8+P2,"Lidl, Zürich, Alstetten",,
OPERATIONAL,"Neue Winterthurerstrasse 2, 8304 Wallisellen, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Lidl,"[{'height': 655, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114886590311689326428"">Lidl Schweiz</a>'], 'photo_reference': 'Aap_uEDfU-8DJY3AkVH05pgfOs1GgcZvyIJx3zNslF3hxm6buGUpsg2ODaMNH2jW1JUduGNAwcitNWOqf9XGArd61FTwI5tZYqyfzbxKH6UE16z2NtdtiAZb3ugZyohGlRCf6_hUSfUT0b0k4Oow4LlT5wc6FfakPZneMM6C9KK40mJoD7gN', 'width': 960}]",ChIJK6o9b7ChmkcRPkyS4i6sGk0,4.1,ChIJK6o9b7ChmkcRPkyS4i6sGk0,"['supermarket', 'convenience_store', 'grocery_or_supermarket', 'home_goods_store', 'food', 'point_of_interest', 'clothing_store', 'store', 'establishment']",666,47.41237719999999,8.613654499999999,47.41364382989272,8.61493142989272,47.41094417010727,8.612231770107277,True,CJ67+XF Wallisellen,8FVCCJ67+XF,"Lidl, Zürich, Alstetten",,
OPERATIONAL,"Schaffhauserstrasse 165, 8302 Kloten, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Lidl,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101169736237158914791"">Clifton Leach</a>'], 'photo_reference': 'Aap_uEBcQRrda1s1DaTurYzawuoyew-6Hl7L46iDPvKeFUBR3l44f3OqovXbGnnHOEgWyA9jqjyMim7u_OiUN5nniPWlysjgflBayxHmg_b-4RvLwzNmoXwGBuEmzUcP3GDyvs-47VqhW7xLl31Laxi3Kr3Wyjwu00R5p8dVH_7euODyo1Os', 'width': 4160}]",ChIJUcR7g--fmkcR-eAZgZ5IL-w,4.1,ChIJUcR7g--fmkcR-eAZgZ5IL-w,"['supermarket', 'convenience_store', 'grocery_or_supermarket', 'home_goods_store', 'food', 'point_of_interest', 'clothing_store', 'store', 'establishment']",816,47.45470330000001,8.579192899999999,47.45612667989271,8.58068627989272,47.45342702010727,8.577986620107277,True,FH3H+VM Kloten,8FVCFH3H+VM,"Lidl, Zürich, Alstetten",,
OPERATIONAL,"Alte Bremgartenstrasse 10b, 8964 Rudolfstetten-Friedlisberg, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Lidl,"[{'height': 2368, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108948208498395108990"">Adrian</a>'], 'photo_reference': 'Aap_uEAu9BnexhP6oIR-p11nX-57CnbcXbRpmm7zefD0I7fu775syeD21FeoMZlttHkZ42u_Qp8VyTOUeP-7ukdYFg3mz3KWaj4SqXpLKQI0YJHbEoIFMZHLAoQTPO7XG2iFpPC6l0lq_8mRBxzGB19HUR2jdKqZ0AvfYkDcLrFEpEw4Na3T', 'width': 4208}]",ChIJWa7x5IwPkEcRpfuuhxnJ4yE,4.4,ChIJWa7x5IwPkEcRpfuuhxnJ4yE,"['supermarket', 'convenience_store', 'grocery_or_supermarket', 'home_goods_store', 'food', 'point_of_interest', 'clothing_store', 'store', 'establishment']",113,47.3682044,8.3796458,47.36952577989273,8.380600979892721,47.36682612010728,8.377901320107277,True,999H+7V Rudolfstetten-Friedlisberg,8FVC999H+7V,"Lidl, Zürich, Alstetten",,
OPERATIONAL,"Zentrumsstrasse, 8957 Spreitenbach, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Lidl,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110052153299878218465"">A Google User</a>'], 'photo_reference': 'Aap_uEDledqTQiREM222dj6MaaICoZHClR683F17wdTVNJavWIvoFSn4pfdS1Vf5nYO5ZzwiY8Lmi-hL_92oPfTdbIkezyQRcw2z8tRW-ERZHgGztDORHzY0CfKlCPK407_3fxJnaLykxa1jxKiKC8eb8jvsYzfhCnWhBosLDThQShk7YOjf', 'width': 4032}]",ChIJn_pw45sNkEcRkI8qS1afMbc,3.8,ChIJn_pw45sNkEcRkI8qS1afMbc,"['supermarket', 'convenience_store', 'grocery_or_supermarket', 'home_goods_store', 'food', 'point_of_interest', 'clothing_store', 'store', 'establishment']",73,47.4209227,8.368998099999999,47.42219402989272,8.36974405,47.41949437010727,8.366917450000003,True,C9C9+9H Spreitenbach,8FVCC9C9+9H,"Lidl, Zürich, Alstetten",,
OPERATIONAL,"Im Schörli 20, 8600 Dübendorf, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Lidl,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108112642266933121640"">Tomas R</a>'], 'photo_reference': 'Aap_uEAnZ6CaLktsQbQi8OVT9WGdZKPPdqaVccbyQsT-WDpcSLgzYW20yBqlez7uZy61gHGYZ3uYA2qUn0oYvmJjX-cnMu5ZvgvZkpzyHOx3-Z8aAyZPaBihtaXMcKDcJUQcCfCTya9dIeLp-V5xO-nS5fRuC3p_dyjndjV7sm_CGJhUW20', 'width': 4032}]",ChIJzwIBDXmhmkcR26Upx4vry2A,4.1,ChIJzwIBDXmhmkcR26Upx4vry2A,"['supermarket', 'convenience_store', 'grocery_or_supermarket', 'home_goods_store', 'food', 'point_of_interest', 'clothing_store', 'store', 'establishment']",509,47.395218,8.6382266,47.39675577989272,8.639727829892722,47.39405612010728,8.637028170107278,True,9JWQ+37 Dübendorf,8FVC9JWQ+37,"Lidl, Zürich, Alstetten",,
OPERATIONAL,"Lägernstrasse 4, 8154 Oberglatt, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Lidl,"[{'height': 2976, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109967403614102764171"">A Google User</a>'], 'photo_reference': 'Aap_uECIoxbg7TneZXvHbFxZAHFiGAUSYlrroI0XS_vAxcyd8nMworZMpq1J5bAEl57--_Kl9--1GzwWZ0St3kZY4NZQI-RFluTMvnFaaAEEyFAEeMd9DgauvC-vXmHc0FD4v27VdvusTvKjava5HFkJSaD3b_7DiElkz6O6t-ezUho5X4s5', 'width': 3968}]",ChIJufgK1e10kEcR27RSRZf_Uv8,4.3,ChIJufgK1e10kEcR27RSRZf_Uv8,"['supermarket', 'convenience_store', 'grocery_or_supermarket', 'home_goods_store', 'food', 'point_of_interest', 'clothing_store', 'store', 'establishment']",554,47.4753271,8.5070482,47.47673127989273,8.50820987989272,47.47403162010728,8.505510220107276,True,FGG4+4R Oberglatt,8FVCFGG4+4R,"Lidl, Zürich, Alstetten",,
OPERATIONAL,"Müllerenstrasse 5, 8604 Volketswil, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Lidl Schweiz,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105476887662075178857"">Andreas Kruetli</a>'], 'photo_reference': 'Aap_uECtvjoSinQDOTwXeX1pS7QVl0bWjr14VNX70QQoeZ4kwrEurEkmV_1oX9SpxNd38KN9bcDN6f4PPSCs6GAxGtcvYYIeniz36u7SOtI9siuIb0U9_QIjS7ZKLCuDx9gJePlHBk9kiaZ6Zv6XPe4hwE4ZhSiVRHzlcC9hNnnwPz_4H79_', 'width': 2448}]",ChIJ26ZTxbyjmkcRIwZoIwuqZk0,4.2,ChIJ26ZTxbyjmkcRIwZoIwuqZk0,"['supermarket', 'convenience_store', 'grocery_or_supermarket', 'home_goods_store', 'food', 'point_of_interest', 'clothing_store', 'store', 'establishment']",534,47.3791386,8.6773501,47.38049682989272,8.678866379892721,47.37779717010727,8.676166720107277,True,9MHG+MW Volketswil,8FVC9MHG+MW,"Lidl, Zürich, Alstetten",,
OPERATIONAL,"Ohmstrasse 11, 8050 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Lidl Schweiz,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109456292964978827995"">Patrick Hediger</a>'], 'photo_reference': 'Aap_uEDhzaHc83VF_bgpgZCLqHVKmMjzds6-wHZIzMOLdAvXq8YuGKILXd_oidN5vR6hAtWNOR-sOUkocu_sdtQZ7KZgG7DRge7jlDqdprLRnijEEdL8XGTcMQVLCyIPxcBdF49VMOwF6A97SxFIK--5gclwec9QWAU0-6nfxEcNzSbH0p2K', 'width': 3024}]",ChIJU0W-noYKkEcRXJuSYfWbBR8,4.1,ChIJU0W-noYKkEcRXJuSYfWbBR8,"['supermarket', 'convenience_store', 'grocery_or_supermarket', 'home_goods_store', 'food', 'point_of_interest', 'clothing_store', 'store', 'establishment']",899,47.4104512,8.5457171,47.41177822989273,8.54718792989272,47.40907857010728,8.544488270107276,True,CG6W+57 Zürich,8FVCCG6W+57,"Lidl, Zürich, Weningen",,
